Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,11,10,11,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,280,244,280,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,50,43.83333333,50,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,189,154,189,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,30,22,30,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,269,245.3333333,269,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,279,245,279,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,66,55.5,66,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,36,28.83333333,36,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,53,48.5,53,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,64,50.83333333,64,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,583,527.1666667,583,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,89,76.83333333,89,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,50,36,50,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,34,20.33333333,34,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,78,69.5,78,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,13,9,13,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,114,99.5,114,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,27,19.5,27,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,205,188,205,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,172,141.6666667,172,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,11,7.333333333,11,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,10,7.5,10,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,18,13,18,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,106,80,106,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,91,72.5,91,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,583,546.5,583,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,572,517.6666667,572,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,1,1,1,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,46,30,46,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,120,113,120,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,437,345.8333333,437,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,1,1,1,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,198,159.1666667,198,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,284,211.5,284,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,21,18.5,21,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,319,279.8333333,319,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,817,686.6666667,817,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,136,114,136,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,48,39,48,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,91,77.5,91,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,318,284.8333333,318,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,702,634.6666667,702,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,122,106.5,122,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,904,809.5,904,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,657,572.5,657,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,447,411.3333333,447,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9754,9754,9754,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,771,693.1666667,771,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,190,168.8333333,190,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",891,847,891,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,322,316.5,322,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,243,243,243,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,143,135.8333333,143,2012-13
2012 Fall,2012 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,680,618.1666667,680,2012-13
2012 Fall,2012 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,6,6,6,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,396,394.3333333,396,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,386,379.8333333,386,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,353,344.5,353,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,274,272.5,274,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1153,1134.5,1153,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,88,88,88,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,227,220.5,227,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,132,127,132,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,79,79,79,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,553,546.5,553,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,50,49.5,50,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,445,441.5,445,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,76,73.5,76,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,39,37.5,39,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,20,17.33333333,20,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,357,313,357,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,42,34.83333333,42,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,233,191,233,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,26,17,26,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,307,272.5,307,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,282,244,282,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,91,80,91,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,40,31.16666667,40,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,58,50.5,58,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,70,51.83333333,70,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,645,584.8333333,645,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,114,99.5,114,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,58,41,58,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,38,22.83333333,38,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,94,83,94,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,15,10.5,15,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,129,114.3333333,129,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,21,16.5,21,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,203,184,203,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,182,150.3333333,182,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,13,8.833333333,13,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,12,8.5,12,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,10,6.5,10,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,127,99,127,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,105,85,105,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,762,713.3333333,762,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,725,664.5,725,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,48,31.33333333,48,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,134,121.8333333,134,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,523,412.8333333,523,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,214,169.5,214,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,323,242.1666667,323,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,29,23.5,29,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,318,280.5,318,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,984,836.1666667,984,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,140,112.5,140,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,57,45.5,57,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,103,88.66666667,103,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,359,320.8333333,359,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,810,738.1666667,810,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,139,118.5,139,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,970,861.5,970,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,746,651.1666667,746,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,481,435.5,481,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8285,8285,8285,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,911,826.6666667,911,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,203,178.6666667,203,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",857,809.8333333,857,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,321,315,321,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,193,193,193,2012-13
2013 Spring,2013 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,136,131,136,2012-13
2013 Spring,2013 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,631,564.3333333,631,2012-13
2013 Spring,2013 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,2,2,2,2012-13
2013 Fall,2013 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,480,478,480,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,443,439,443,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,360,349.5,360,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,299,297.5,299,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1274,1246.833333,1274,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,83,83,83,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,261,254.5,261,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,130,124,130,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,99,98.5,99,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,613,605,613,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,59,59,59,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,407,403,407,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,89,84.5,89,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,44,42.5,44,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,15,13.33333333,15,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,482,408.8333333,482,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,29,25,29,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,193,159.5,193,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,19,15.5,19,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,337,298.8333333,337,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,288,254.5,288,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,81,68.33333333,81,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,32,26.5,32,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,40,34,40,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,45,32.16666667,45,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,498,458,498,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,92,80,92,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,63,42.5,63,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,35,22.16666667,35,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,90,79.33333333,90,2013-14
