Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2011 Spring,2011 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,540,533.5,540,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,44,44,44,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,475,469,475,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,62,57.5,62,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,39,38,39,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,2,2,2,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,14,12,14,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,201,169.3333333,201,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,173,154,173,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,234,185.3333333,234,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,26,18.83333333,26,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,319,289.5,319,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,324,291,324,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,114,97,114,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,53,41.83333333,53,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,62,52.83333333,62,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,104,80.66666667,104,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,659,610,659,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,107,98.5,107,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,64,41.16666667,64,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,32,24.5,32,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,125,114,125,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,14,9.5,14,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,120,101.5,120,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,28,23,28,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,203,183.5,203,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,184,149.5,184,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,12,9.5,12,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,26,21.5,26,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,35,27.5,35,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,114,89.5,114,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,93,78.66666667,93,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,689,633.8333333,689,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,780,712.6666667,780,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,41,28.5,41,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,93,89,93,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,384,302.6666667,384,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,1,1,1,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,179,145.3333333,179,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,201,149.5,201,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,21,19.5,21,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,336,306.3333333,336,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,939,779.6666667,939,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,168,140.8333333,168,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,63,51,63,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,90,82,90,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,422,379.8333333,422,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,828,744,828,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,74,61.33333333,74,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,989,874.8333333,989,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,703,610.3333333,703,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,538,487.8333333,538,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8289,8289,8289,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,915,822.6666667,915,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,191,174,191,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",834,788,834,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,278,267,278,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,191,191,191,2010-11
2011 Spring,2011 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,149,143,149,2010-11
2011 Spring,2011 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,633,539.8333333,633,2010-11
2011 Fall,2011 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,409,407.5,409,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,446,439.5,446,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,408,403.5,408,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,341,340,341,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1135,1114.5,1135,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,66,66,66,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,327,322,327,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,114,110,114,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,84,83.5,84,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,585,579.5,585,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,51,51,51,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,489,484,489,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,59,54.5,59,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,28,26.5,28,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,10,8.833333333,10,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,224,192.5,224,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,101,89.5,101,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,204,165.3333333,204,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,22,17,22,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,256,238.5,256,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,298,267,298,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,81,68,81,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,55,41.16666667,55,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,57,51.33333333,57,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,82,60,82,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,568,521.5,568,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,104,93.83333333,104,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,42,28.83333333,42,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,29,18.5,29,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,103,93,103,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,13,8.5,13,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,114,96.83333333,114,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,20,13,20,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,184,166,184,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,171,140.1666667,171,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,5,4,5,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,23,17,23,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,31,24,31,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,102,79,102,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,92,75.83333333,92,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,632,589.1666667,632,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,640,594.8333333,640,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,38,23.66666667,38,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,102,95.5,102,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,382,300.3333333,382,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,2,2,2,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,175,142,175,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,198,146.8333333,198,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,19,18.5,19,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,352,319.8333333,352,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,784,654.6666667,784,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,151,126.5,151,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,58,47.5,58,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,90,82,90,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,326,295.8333333,326,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,720,653,720,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,81,68.33333333,81,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,920,828.3333333,920,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,691,609.6666667,691,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,515,471.3333333,515,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9628,9628,9628,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,818,738.8333333,818,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,199,182.5,199,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",910,865.3333333,910,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,322,312.1666667,322,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,265,265,265,2011-12
2011 Fall,2011 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,142,134.5,142,2011-12
2011 Fall,2011 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,688,616.6666667,688,2011-12
2011 Fall,2011 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,11,11,11,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,393,391.5,393,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,399,389,399,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,394,389,394,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,314,313.5,314,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1135,1114.5,1135,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,71,71,71,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,277,272.5,277,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,122,118,122,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,75,75,75,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,543,539,543,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,44,43.5,44,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,468,464.5,468,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,57,53,57,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,33,31.5,33,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,15,14.33333333,15,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,246,214.6666667,246,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,85,73.5,85,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,230,188,230,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,27,22,27,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,248,225.5,248,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,312,274.5,312,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,76,65,76,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,56,43.66666667,56,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,68,62,68,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,91,69,91,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,664,608.8333333,664,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,98,86.83333333,98,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,51,35.83333333,51,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,41,25,41,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,111,99,111,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,13,9,13,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,118,100.8333333,118,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,22,15.5,22,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Other Arts & Humanities Pgms,1,1,1,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,222,202.5,222,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,185,151.3333333,185,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,10,8.333333333,10,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,23,16,23,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,30,22.5,30,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,117,89,117,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,100,85.66666667,100,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,726,682.3333333,726,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,753,693.1666667,753,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,46,30.16666667,46,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,119,113.5,119,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,429,344.6666667,429,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,1,1,1,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,209,172.3333333,209,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,258,200.1666667,258,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,16,15,16,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,360,323.1666667,360,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,916,770.5,916,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,156,130,156,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,61,50.5,61,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,100,92.5,100,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,399,357.3333333,399,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,824,749.3333333,824,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,112,97,112,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,976,876.3333333,976,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,732,636.1666667,732,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,528,485.3333333,528,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8340,8340,8340,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,886,798.6666667,886,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,202,182.3333333,202,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",896,853,896,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,313,306.8333333,313,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,216,216,216,2011-12
2012 Spring,2012 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,134,126.5,134,2011-12
2012 Spring,2012 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,632,555.3333333,632,2011-12
2012 Spring,2012 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,2,2,2,2011-12
2012 Fall,2012 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,427,425,427,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,419,411.8333333,419,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,393,387.5,393,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,320,318.5,320,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1202,1185,1202,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,87,87,87,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,280,274.5,280,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,126,122.5,126,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,82,82,82,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,603,598,603,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,54,53.5,54,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,464,460,464,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,72,69,72,2012-13
2012 Fall,2012 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,43,41,43,2012-13
