Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,3,3
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,4,4
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,5,5
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,4,4
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,3,3
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,7,7
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,11,11
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,2,2
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,5,5
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Bio Sciences Div,Neuroscience Grad Program,2,2
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,6,6
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,1,1
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,4,4
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,24,24
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,13,13
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,6,6
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,2,2
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Asian Studies Grad Grp,6,6
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,6,6
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,12,12
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,10,10
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Folklore Grad Grp,5,5
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,History,28,28
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Intl & Area Stds Grad Grp,6,5
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Latin Am Stds Grad Grp,7,7
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,8,8
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,17,16
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,2,2
2008-09,2,Masters/Professional,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,21,21
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,4,4
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,13,13
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",5,5
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Bio Grad Grp,1,1
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,2,2
2008-09,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Molecular Tox Grad Grp,1,1
2008-09,2,Masters/Professional,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,75,75
2008-09,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,128,128
2008-09,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,55,55
2008-09,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,624,624
2008-09,2,Masters/Professional,All,I School,I School,Information,25,25
2008-09,2,Masters/Professional,All,School of Law,School of Law,JSP Grad Pgm,1,1
2008-09,2,Masters/Professional,All,School of Law,School of Law,Law,393,393
2008-09,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,54,54
2008-09,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,1,1
2008-09,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,6,6
2008-09,2,Masters/Professional,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,5,5
2008-09,2,Masters/Professional,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,2,2
2008-09,2,Masters/Professional,All,School of Public Health,School of Public Health,Hlth & Med Sci Grad Grp,13,13
2008-09,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,118,118
2008-09,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,96,96
2008-09,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,14,14
2008-09,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,62,62
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,App Sci & Tech Grad Grp,10,10
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,15,15
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,42,42
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,79,79
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,8,8
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,14,14
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,58,58
2008-09,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,5,5
2008-09,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Architecture,11,11
2008-09,3,Doctoral,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,6,6
2008-09,3,Doctoral,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Anc Hist Med Arc Grad Grp,2,2
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,2,2
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,6,6
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,4,4
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,15,15
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,3,3
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,4,4
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Jewish Studies Program,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Rel Grad Grp,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,4,4
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Performance Stds Grad Grp,2,2
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,4,4
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rom Lang & Lit Grad Pgm,3,3
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,6,6
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Biophysics Grad Grp,12,12
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Endocrinology Grad Grp,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,19,19
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,39,39
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Bio Sciences Div,Neuroscience Grad Program,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,3,3
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,5,5
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Logic & Meth Sci Grad Grp,4,4
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,29,29
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,29,29
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,11,11
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,3,3
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,15,15
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Demography,1,1
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,30,30
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies Grad Grp,8,8
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,3,3
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,History,28,28
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,7,7
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,17,17
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,15,15
2008-09,3,Doctoral,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,13,13
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Env Chem Grad Grp,1,1
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,5,5
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comp Biochem Grad Grp,6,6
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Group,12,12
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",29,29
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Bio Grad Grp,2,2
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,7,7
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Molecular Tox Grad Grp,2,2
2008-09,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,3,3
2008-09,3,Doctoral,All,Goldman School Pub Pol,Goldman School Pub Pol,Public Policy,1,1
2008-09,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,31,31
2008-09,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,5,5
2008-09,3,Doctoral,All,I School,I School,Information,6,6
2008-09,3,Doctoral,All,School of Law,School of Law,JSP Grad Pgm,5,5
2008-09,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,3,3
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,3,3
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Envir Health Sci Grad Grp,4,4
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,17,17
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Hlth Svcs Pol An Grad Grp,4,4
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Inf Dis & Imm Grad Grp,2,2
2008-09,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,8,8
2008-09,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,7,7
2009-10,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,90,86.5
2009-10,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,102,102
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,118,116.5
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,111,110.5
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,274,267.5
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,27,25.5
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,46,46
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,48,32.75
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,181,169.25
2009-10,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,13,10.5
2009-10,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,159,159
2009-10,1,Bachelor,All,Clg of Env Design,Clg of Env Design,City & Regional Planning,25,25
2009-10,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,9,9
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,4,3.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,84,71.16666667
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Envir Econ & Policy,83,79
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,130,111.6666667
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Ops Rsch & Mgmt Sci,9,7.333333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Public Health,139,125
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,116,102
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,83,71.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,33,24.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,27,24.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,53,41.33333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,344,316.3333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,75,63.83333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,30,20.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,18,13
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,65,57
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,7,5.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,47,38.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,25,20
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,105,97.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,114,94.83333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,11,8.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,14,10.83333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,19,12
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,46,32
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,35,31.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,276,254.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,523,487
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,28,18
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,33,32
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,183,150.1666667
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,74,57.33333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,73,48.33333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,15,12.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,133,122
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,487,430.1666667
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,75,57.33333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,13,11.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,30,28.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,236,208.8333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,55,46.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,1,1
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,448,383
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,314,272
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,217,196.5
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,392,353.8333333
2009-10,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,555,499.6666667
